RowNumber,CustomerId,Surname,Gender,Age,Province,City,AreaType,EducationLevel,EmploymentType,PreferredLanguage,Bank,AccountType,Tenure,CreditScore,CreditRating,CreditBureau,NumOfProducts,ProductName,HasSavingsAccount,HasChequeAccount,HasCreditCard,HasPersonalLoan,HasHomeLoan,HasVehicleFinance,HasInvestmentAccount,HasPremiumBanking,HasCreditCard_Flag,Balance_ZAR,AnnualSalary_ZAR,MonthlySalary_ZAR,SalaryPaymentMethod,FinancialWellnessScore,IsActiveMember,UsesMobileBanking,UsesInternetBanking,MonthlyBranchVisits,MonthlyATMTransactions,CustomerServiceCalls_12M,Complaints_12M,PreferredCommChannel,Churned,Geography_Original
7242,15750921,Monds,Male,37,Gauteng,Johannesburg,Suburban,Degree,Employed,siSwati,Standard Bank,Savings,5,521,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2169786.83,1740618.1,145051.51,Direct Deposit,5.0,1,0,0,0,5,0,0,SMS,0,France
7243,15701687,Campbell,Male,44,Northern Cape,Upington,Rural,Matric,Unemployed,Setswana,Standard Bank,Savings,7,664,Fair,TransUnion,3,Savings + Credit Card + Personal Loan,1,1,1,1,0,0,1,0,0,1589296.53,1175440.48,97953.37,Direct Deposit,4.9,0,1,0,1,11,4,0,Email,1,Spain
7244,15728906,Ibekwe,Male,77,Western Cape,George,Urban,Matric,Pensioner,Tshivenda,Absa,Savings,5,634,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,0.0,3312386.92,276032.24,Direct Deposit,5.4,1,1,0,1,15,2,0,SMS,0,France
7245,15670029,Marcelo,Female,33,Gauteng,Pretoria,Urban,Matric,Employed,English,FNB,Prestige,7,445,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,2513826.44,209485.54,Cash,3.9,0,0,1,4,11,2,1,WhatsApp,0,France
7246,15763579,Castro,Female,36,Eastern Cape,Mthatha,Urban,Matric,Pensioner,Sepedi,Standard Bank,Cheque,2,702,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2157930.04,1084652.34,90387.7,Direct Deposit,5.4,1,1,0,2,14,1,0,Email,0,Germany
7247,15728010,Capon,Male,37,KwaZulu-Natal,Pietermaritzburg,Rural,Diploma,Employed,English,Capitec,Savings,5,485,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,3489642.64,290803.55,Direct Deposit,4.8,1,1,0,0,7,3,0,SMS,0,France
7248,15663194,Voronova,Female,40,Mpumalanga,Nelspruit,Rural,Diploma,Employed,Sesotho,Capitec,Prestige,3,582,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2258083.82,3931031.82,327585.98,Direct Deposit,6.9,1,1,1,4,10,3,1,Email,1,Germany
7249,15736510,Loggia,Female,57,Free State,Sasolburg,Suburban,No Matric,Employed,Sesotho,Absa,Savings,2,605,Fair,TransUnion,3,Savings + Credit Card + Personal Loan,1,0,1,1,0,0,0,0,1,0.0,1366381.38,113865.12,Direct Deposit,3.8,0,1,1,1,7,0,0,Email,1,Spain
7250,15745804,Law,Male,25,KwaZulu-Natal,Empangeni,Urban,No Matric,Employed,Xitsonga,Standard Bank,Pensioner,7,628,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,1,0,1,0.0,4017543.88,334795.32,Direct Deposit,5.9,1,0,1,0,10,4,0,WhatsApp,0,France
7251,15631451,Grant,Female,28,North West,Rustenburg,Urban,No Matric,Employed,Afrikaans,Standard Bank,Cheque,6,604,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,1415653.33,117971.11,Direct Deposit,3.9,1,1,1,2,10,1,1,Email,0,Spain
7252,15746995,Greco,Male,31,Limpopo,Mokopane,Suburban,Degree,Employed,English,Capitec,Savings,9,724,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2832409.15,264868.82,22072.4,Direct Deposit,5.3,0,1,0,2,15,5,0,Email,0,Germany
7253,15730673,Dietz,Male,40,Mpumalanga,Secunda,Urban,Postgraduate,Employed,isiXhosa,Capitec,Prestige,7,567,Poor,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,2506437.42,2840331.17,236694.26,Direct Deposit,6.2,0,0,1,2,9,1,0,App Notification,0,Germany
7254,15734649,Martel,Female,55,Northern Cape,Upington,Rural,Diploma,Unemployed,English,Absa,Cheque,0,779,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2732567.59,468070.56,39005.88,Direct Deposit,5.6,0,1,0,1,15,1,0,Email,1,Spain
7255,15701081,Jarvis,Male,36,Western Cape,George,Suburban,Degree,Self-Employed,English,FNB,Pensioner,2,785,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,0,0.0,1267127.55,105593.96,Direct Deposit,4.6,1,0,1,1,5,0,2,SMS,0,France
7256,15632503,Meng,Female,32,Western Cape,Paarl,Urban,Matric,Unemployed,English,Capitec,Savings,0,563,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,3040684.84,3927887.53,327323.96,Direct Deposit,7.3,0,1,0,2,3,7,0,Email,1,France
7257,15585928,Hay,Female,31,Eastern Cape,East London,Suburban,Diploma,Employed,English,Capitec,Pensioner,2,821,Excellent,TransUnion,1,Savings Account,1,1,0,0,1,1,0,0,1,1413015.18,521622.5,43468.54,Direct Deposit,5.1,1,1,1,2,6,2,1,SMS,0,Germany
7258,15648681,Voronoff,Female,47,Gauteng,Johannesburg,Urban,Matric,Employed,English,Capitec,Savings,5,747,Very Good,TransUnion,4,Premium Banking Package,1,1,1,1,0,0,0,1,0,2868249.3,2664273.48,222022.79,Direct Deposit,7.1,1,1,1,1,10,4,1,Email,1,France
7259,15747757,Trevascus,Female,58,Limpopo,Musina,Urban,No Matric,Employed,isiZulu,Absa,Pensioner,8,600,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2433823.76,127294.96,10607.91,Direct Deposit,4.3,0,1,1,2,8,3,0,SMS,1,Germany
7260,15718921,Ho,Male,32,North West,Rustenburg,Urban,Diploma,Employed,Sepedi,Nedbank,Savings,7,625,Fair,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,2192624.24,2763277.41,230273.12,Direct Deposit,6.2,1,1,0,1,10,3,1,WhatsApp,0,Spain
7261,15571081,Hansen,Female,41,Gauteng,Johannesburg,Suburban,Matric,Unemployed,isiZulu,Capitec,Pensioner,7,773,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,3899898.06,1179767.82,98313.98,Direct Deposit,6.8,1,1,1,2,6,3,0,Email,0,France
7262,15734578,Craig,Female,53,Western Cape,Worcester,Urban,Degree,Employed,isiZulu,FNB,Cheque,1,726,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2327523.46,581527.8,48460.65,Direct Deposit,5.2,1,1,0,0,7,2,0,App Notification,0,France
7263,15579583,Hall,Female,40,Free State,Bloemfontein,Suburban,Matric,Pensioner,isiXhosa,Capitec,Cheque,4,641,Fair,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,2072350.54,1059913.34,88326.11,Direct Deposit,5.0,1,1,0,1,13,2,0,WhatsApp,0,Spain
7264,15622729,Sun,Female,46,Western Cape,Paarl,Urban,Matric,Employed,English,Nedbank,Cheque,2,649,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,1365355.35,113779.61,Cash,4.1,1,1,0,4,10,0,0,SMS,0,France
7265,15662189,Durant,Male,33,Free State,Sasolburg,Rural,Matric,Employed,English,Standard Bank,Pensioner,3,434,Poor,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,0.0,56164.06,4680.34,Direct Deposit,2.1,1,1,1,1,8,1,0,WhatsApp,0,Spain
7266,15692718,Jackson,Female,38,KwaZulu-Natal,Durban,Suburban,Degree,Employed,isiXhosa,FNB,Pensioner,7,738,Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,0.0,1419162.11,118263.51,Direct Deposit,4.5,0,1,1,0,7,2,5,SMS,0,France
7267,15762716,Chigozie,Female,60,North West,Mahikeng,Urban,Matric,Employed,Tshivenda,Nedbank,Savings,10,762,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,3462875.38,644623.12,53718.59,Direct Deposit,6.1,0,1,0,2,10,3,0,Email,1,Spain
7268,15724851,Farmer,Male,31,Eastern Cape,Uitenhage,Urban,Matric,Self-Employed,English,Nedbank,Prestige,9,507,Poor,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,2287588.24,3075762.4,256313.53,Cash,6.0,0,0,1,2,4,1,0,SMS,0,Germany
7269,15587266,Douglas,Female,27,Mpumalanga,Middelburg,Suburban,Matric,Employed,English,Standard Bank,Savings,6,606,Fair,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,0,3532361.76,2284702.86,190391.9,Direct Deposit,6.6,1,1,1,0,12,2,0,Email,0,Germany
7270,15675926,Ardis,Male,34,Eastern Cape,East London,Urban,Diploma,Unemployed,Setswana,Absa,Savings,7,655,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,1,2419581.18,1050139.56,87511.63,Cash,5.3,0,1,1,1,3,1,1,WhatsApp,1,Germany
7271,15706268,Smith,Male,51,Eastern Cape,Grahamstown,Urban,Matric,Employed,Afrikaans,Absa,Cheque,1,697,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3032161.15,1098413.37,91534.45,Direct Deposit,5.9,1,1,1,2,3,3,1,Phone Call,0,Germany
7272,15581871,Butler,Male,42,Eastern Cape,Mthatha,Urban,Matric,Pensioner,isiZulu,FNB,Cheque,7,504,Poor,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,2691390.88,3068804.49,255733.71,Direct Deposit,6.2,1,1,0,1,6,2,0,WhatsApp,0,Germany
7273,15666166,Pettry,Female,74,KwaZulu-Natal,Durban,Urban,Degree,Employed,isiXhosa,Standard Bank,Savings,0,653,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2486164.56,3287140.36,273928.36,Direct Deposit,6.9,1,0,1,2,12,3,0,SMS,0,France
7274,15671582,John,Male,38,Free State,Welkom,Urban,Diploma,Employed,English,Nedbank,Savings,6,660,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2252321.06,3170159.16,264179.93,Direct Deposit,6.7,1,0,0,2,8,3,0,Email,0,Spain
7275,15680901,Potter,Female,34,Gauteng,Midrand,Urban,Matric,Employed,isiZulu,Absa,Savings,6,652,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,1,0,1,1997434.92,2138801.08,178233.42,Direct Deposit,5.8,1,0,1,0,12,1,0,WhatsApp,0,France
7276,15642336,Shaw,Female,42,Western Cape,Cape Town,Suburban,Matric,Employed,Setswana,Standard Bank,Cheque,9,669,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,1,0,0,0.0,2780421.56,231701.8,Cheque,5.2,0,1,1,0,4,3,1,WhatsApp,0,France
7277,15653147,Boyle,Male,35,Gauteng,Pretoria,Suburban,Postgraduate,Unemployed,Sesotho,Capitec,Savings,2,594,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2743992.03,1339914.03,111659.5,Direct Deposit,5.4,1,0,1,0,8,1,0,SMS,0,France
7278,15571284,Elmore,Male,32,Mpumalanga,Middelburg,Urban,Diploma,Unemployed,isiZulu,FNB,Prestige,0,756,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,2245327.28,1151614.36,95967.86,Direct Deposit,5.7,1,1,1,1,8,2,0,WhatsApp,0,Germany
7279,15591360,Udinesi,Female,33,Gauteng,Centurion,Suburban,Degree,Unemployed,Tshivenda,Nedbank,Pensioner,4,642,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,1734450.47,1231219.14,102601.59,Direct Deposit,4.9,1,0,0,2,9,2,0,SMS,0,France
7280,15810485,Sun,Male,37,Eastern Cape,Port Elizabeth,Urban,Matric,Employed,isiZulu,Absa,Cheque,1,486,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2079479.0,1052973.48,87747.79,Direct Deposit,4.3,0,1,1,3,10,0,0,WhatsApp,0,Germany
7281,15611973,Tuan,Male,55,KwaZulu-Natal,Pietermaritzburg,Suburban,Diploma,Student,isiZulu,Standard Bank,Savings,7,804,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,2434428.3,202869.02,Direct Deposit,5.6,1,1,0,5,11,1,0,SMS,0,France
7282,15735572,Lawrence,Male,59,Western Cape,George,Urban,Matric,Employed,Sepedi,Absa,Student,9,629,Fair,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,2329985.52,2395400.19,199616.68,Direct Deposit,6.1,1,1,1,1,7,2,0,Email,1,France
7283,15567860,Burrows,Female,44,North West,Mahikeng,Urban,Postgraduate,Employed,Sesotho,Absa,Savings,7,581,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,1,0,0,1,3881022.28,923037.72,76919.81,Direct Deposit,5.7,0,1,1,0,4,1,0,WhatsApp,1,Spain
7284,15795690,Shao,Male,31,Gauteng,Sandton,Rural,Matric,Student,siSwati,Standard Bank,Savings,3,667,Fair,TransUnion,1,Savings Account,1,1,0,0,1,1,0,0,1,2040035.16,3887973.83,323997.82,Cash,7.2,1,1,1,2,11,1,0,Phone Call,0,France
7285,15706464,White,Male,35,Northern Cape,Springbok,Urban,Postgraduate,Student,Afrikaans,Absa,Savings,4,667,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,1,0,0,0,2000499.06,1172875.93,97739.66,Cash,5.2,0,1,1,1,6,1,0,SMS,0,Spain
7286,15725028,Chialuka,Male,29,Gauteng,Pretoria,Urban,Diploma,Self-Employed,isiXhosa,Capitec,Savings,3,679,Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,1,0,0,1,0.0,1305584.73,108798.73,Cash,4.2,1,1,0,0,10,2,1,Email,0,France
7287,15751167,Toscano,Female,43,Gauteng,Midrand,Rural,Diploma,Employed,Sepedi,Nedbank,Cheque,4,680,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,1204607.27,100383.94,Direct Deposit,4.1,1,1,0,2,10,4,0,App Notification,0,France
7288,15633944,McKay,Male,32,Northern Cape,De Aar,Urban,Diploma,Employed,Setswana,FNB,Savings,3,644,Fair,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,2801524.67,290849.49,24237.46,Direct Deposit,4.9,1,1,1,2,10,2,1,SMS,0,Spain
7289,15672637,Voronkov,Female,30,Gauteng,Sandton,Urban,No Matric,Employed,isiXhosa,Nedbank,Cheque,4,571,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1757995.13,2974876.98,247906.42,Direct Deposit,5.9,0,1,0,1,2,4,1,SMS,0,France
7290,15680895,Sal,Female,35,North West,Klerksdorp,Rural,Matric,Unemployed,Afrikaans,Nedbank,Student,7,627,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,3848224.33,320685.36,Direct Deposit,5.8,0,1,1,0,7,3,0,SMS,0,Spain
7291,15793825,Ikechukwu,Male,39,Western Cape,Cape Town,Urban,Degree,Employed,English,Nedbank,Cheque,4,536,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,556582.17,46381.85,Cheque,2.9,0,0,1,3,5,3,0,SMS,0,France
7292,15611318,Kruglova,Male,33,North West,Klerksdorp,Suburban,Degree,Self-Employed,Sesotho,Nedbank,Savings,4,599,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1059663.24,2288266.58,190688.88,Direct Deposit,5.1,0,0,1,1,12,0,0,Phone Call,1,Spain
7293,15768474,Clements,Male,34,North West,Klerksdorp,Urban,Postgraduate,Employed,Sesotho,Standard Bank,Savings,3,744,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,1,0.0,558509.17,46542.43,Direct Deposit,3.9,0,1,1,0,12,1,2,SMS,0,Spain
7294,15716276,Kennedy,Female,34,KwaZulu-Natal,Empangeni,Suburban,Postgraduate,Unemployed,Afrikaans,Standard Bank,Cheque,2,709,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2289228.44,1169108.03,97425.67,Direct Deposit,5.5,0,1,1,1,4,2,1,Email,0,France
7295,15623668,Johnson,Male,31,Mpumalanga,Nelspruit,Urban,Matric,Employed,Afrikaans,Standard Bank,Student,2,653,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,0,3172199.72,516251.7,43020.98,Direct Deposit,5.3,0,1,1,0,9,2,0,WhatsApp,0,Germany
7296,15696361,Chung,Male,31,Eastern Cape,Uitenhage,Urban,Diploma,Student,Xitsonga,Capitec,Cheque,7,648,Fair,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,0,2576470.96,2664609.06,222050.76,Cash,6.5,1,1,1,1,10,1,1,SMS,0,Germany
7297,15607988,Garland,Female,37,Limpopo,Thohoyandou,Suburban,Diploma,Unemployed,isiZulu,FNB,Savings,8,663,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3183726.06,2433690.92,202807.58,Direct Deposit,6.8,0,1,0,2,7,2,1,App Notification,0,Germany
7298,15637891,Docherty,Female,43,Limpopo,Thohoyandou,Suburban,Matric,Employed,isiZulu,Standard Bank,Cheque,4,613,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2883974.44,412748.44,34395.7,Direct Deposit,4.9,1,0,1,1,7,1,1,SMS,0,Germany
7299,15789865,Nnaife,Male,28,Gauteng,Johannesburg,Suburban,Postgraduate,Employed,Afrikaans,Nedbank,Cheque,9,620,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,1474001.66,3899268.72,324939.06,Direct Deposit,6.6,1,1,0,1,5,3,0,SMS,0,France
7300,15627190,Lettiere,Male,51,Western Cape,Stellenbosch,Urban,Diploma,Employed,isiZulu,Capitec,Prestige,6,661,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,3005435.3,1394448.95,116204.08,Direct Deposit,5.9,1,1,1,3,5,3,0,Phone Call,0,France
7301,15788224,Sanderson,Male,45,Mpumalanga,Middelburg,Urban,Matric,Employed,isiZulu,Capitec,Prestige,1,669,Fair,TransUnion,1,Savings Account,1,0,0,0,1,1,0,0,0,2540969.88,2273071.98,189422.66,Direct Deposit,6.3,0,1,1,2,6,2,0,SMS,0,Germany
7302,15702149,Fomin,Female,33,Mpumalanga,Standerton,Suburban,Matric,Pensioner,Afrikaans,Standard Bank,Cheque,1,767,Very Good,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,2967440.8,2715855.38,226321.28,Direct Deposit,7.3,1,1,1,2,17,2,1,Phone Call,0,Germany
7303,15708236,Wright,Female,72,Gauteng,Johannesburg,Suburban,Postgraduate,Employed,English,Absa,Savings,6,491,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,1871347.01,144175.48,12014.62,Cheque,3.5,1,1,1,1,11,2,0,WhatsApp,0,France
7304,15568469,Buckley,Male,43,Gauteng,Pretoria,Suburban,No Matric,Pensioner,Xitsonga,Capitec,Prestige,0,653,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,571182.89,47598.57,Direct Deposit,3.5,0,1,0,1,16,2,1,SMS,0,France
7305,15764444,Pan,Male,58,Eastern Cape,Port Elizabeth,Urban,Matric,Employed,isiZulu,Nedbank,Savings,8,679,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2579935.86,1783667.48,148638.96,Direct Deposit,6.0,1,1,1,1,11,3,1,WhatsApp,0,Germany
7306,15794204,Manna,Male,28,Western Cape,Worcester,Urban,Matric,Employed,isiZulu,Nedbank,Pensioner,7,687,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,2216391.53,561929.4,46827.45,Cash,4.9,1,1,1,1,5,1,0,WhatsApp,0,France
7307,15807546,Chinwendu,Female,38,Western Cape,George,Suburban,Degree,Employed,Sepedi,Capitec,Cheque,2,837,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,1,0.0,951101.8,79258.48,Direct Deposit,4.6,1,1,1,4,6,0,0,Email,0,France
7308,15782159,Ndubuagha,Male,28,Western Cape,Paarl,Suburban,Diploma,Unemployed,Sesotho,Standard Bank,Cheque,8,850,Excellent,TransUnion,2,Savings + Credit Card,1,0,1,0,0,1,0,0,1,1386610.98,3982028.44,331835.7,Direct Deposit,7.7,1,0,0,0,1,0,0,SMS,0,France
7309,15618703,White,Female,53,Northern Cape,Upington,Suburban,No Matric,Employed,isiZulu,Absa,Savings,6,663,Fair,TransUnion,1,Savings Account,1,0,0,0,0,0,1,0,0,3079104.72,3102004.03,258500.34,Cash,7.2,1,1,1,3,6,3,0,WhatsApp,1,Spain
7310,15793317,Hale,Female,22,Free State,Bloemfontein,Suburban,Diploma,Employed,isiZulu,Standard Bank,Savings,7,547,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2896386.58,2421927.19,201827.27,Direct Deposit,6.0,0,1,1,1,6,1,3,WhatsApp,0,Spain
7311,15740487,Ross,Female,41,Western Cape,George,Urban,Degree,Employed,English,FNB,Savings,6,627,Fair,TransUnion,3,Savings + Credit Card + Personal Loan,1,1,1,1,0,0,1,0,1,0.0,2843365.38,236947.12,Direct Deposit,5.0,1,1,1,3,13,1,1,WhatsApp,1,France
7312,15722479,Ikenna,Male,37,Gauteng,Pretoria,Urban,No Matric,Employed,Afrikaans,FNB,Cheque,1,707,Good,TransUnion,2,Savings + Credit Card,1,0,1,0,1,1,0,0,0,0.0,123727.96,10310.66,Direct Deposit,3.4,1,1,0,2,11,2,0,SMS,0,France
7313,15688264,Nkemdilim,Female,43,Gauteng,Midrand,Suburban,No Matric,Employed,English,Absa,Pensioner,0,629,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,1,0,0,1,0.0,845905.64,70492.14,Direct Deposit,3.6,1,1,1,5,5,0,2,SMS,0,France
7314,15583067,McMillan,Female,36,Gauteng,Pretoria,Suburban,Diploma,Pensioner,English,Nedbank,Cheque,4,687,Good,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,0,1991738.18,1295293.53,107941.13,Direct Deposit,5.3,1,1,1,2,8,3,0,WhatsApp,0,France
7315,15686670,Duke,Female,36,Western Cape,Stellenbosch,Urban,Matric,Self-Employed,English,Absa,Savings,2,588,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,1,0,1,0,1,0.0,1896988.0,158082.33,Direct Deposit,4.2,0,1,1,3,7,1,1,SMS,1,France
7316,15593345,Bradbury,Female,33,Limpopo,Polokwane,Suburban,No Matric,Employed,English,Absa,Savings,6,502,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,1,0,1,2567443.98,3254089.44,271174.12,Direct Deposit,6.2,1,1,1,1,9,1,0,SMS,0,Germany
7317,15811690,Bayley,Male,54,Mpumalanga,Standerton,Urban,Matric,Employed,isiXhosa,Absa,Savings,2,793,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,1,1,0,0,2643805.66,381984.7,31832.06,Direct Deposit,5.6,0,1,0,3,10,3,2,WhatsApp,1,Germany
7318,15734008,Bartlett,Male,59,Mpumalanga,Middelburg,Urban,Matric,Employed,isiZulu,FNB,Cheque,5,727,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3127911.73,1472517.05,122709.75,Direct Deposit,6.3,0,1,1,1,6,5,0,Phone Call,1,Germany
7319,15771856,Cremin,Female,32,North West,Brits,Urban,Diploma,Unemployed,Setswana,Absa,Cheque,1,632,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,400275.82,33356.32,Direct Deposit,3.3,0,0,1,2,7,3,2,Phone Call,0,Spain
7320,15762045,Gilchrist,Female,37,Eastern Cape,Mthatha,Rural,No Matric,Unemployed,English,FNB,Student,5,474,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2925115.68,2274543.26,189545.27,Direct Deposit,5.6,1,1,1,3,9,4,0,App Notification,0,Germany
7321,15778142,Shih,Female,31,Eastern Cape,East London,Urban,Matric,Unemployed,Sepedi,FNB,Cheque,1,850,Excellent,TransUnion,2,Savings + Credit Card,1,0,1,0,1,0,1,0,1,2666835.98,91557.3,7629.78,Direct Deposit,5.6,1,1,1,2,7,4,0,Email,0,Germany
7322,15689268,Fitzpatrick,Male,36,KwaZulu-Natal,Durban,Suburban,Diploma,Unemployed,isiZulu,Standard Bank,Cheque,9,584,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,2169279.46,180773.29,Direct Deposit,4.3,1,1,1,1,9,2,1,SMS,0,France
7323,15721507,Pagan,Female,32,Gauteng,Johannesburg,Urban,Matric,Employed,Xitsonga,Nedbank,Savings,1,713,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2400427.41,3065956.01,255496.33,Direct Deposit,7.0,0,0,1,1,6,1,0,SMS,1,France
7324,15750476,Hendrick,Male,24,Northern Cape,Kuruman,Urban,Diploma,Student,English,Absa,Cheque,8,742,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,0.0,83440.74,6953.4,Direct Deposit,3.6,0,1,1,2,4,3,1,Email,0,Spain
7325,15810723,Sanderson,Female,39,Gauteng,Centurion,Urban,Matric,Employed,Sepedi,Nedbank,Prestige,10,607,Fair,TransUnion,3,Savings + Credit Card + Personal Loan,1,1,1,1,0,0,0,0,1,0.0,2721193.16,226766.1,Direct Deposit,4.8,0,0,0,0,4,2,0,Email,1,France
7326,15787229,Samsonova,Female,34,Free State,Welkom,Suburban,No Matric,Unemployed,Afrikaans,Nedbank,Cheque,2,761,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,1255650.62,104637.55,Direct Deposit,4.5,0,1,0,3,8,2,0,Phone Call,0,Spain
7327,15570508,Azubuike,Male,49,Gauteng,Sandton,Rural,Degree,Employed,Afrikaans,Nedbank,Prestige,7,600,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,1,1849487.45,1872629.08,156052.42,Direct Deposit,5.3,0,1,0,1,10,2,1,Phone Call,0,France
7328,15617065,Pan,Male,42,North West,Klerksdorp,Urban,No Matric,Employed,isiZulu,Nedbank,Cheque,4,650,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,1,3987919.53,3506428.86,292202.4,Cheque,8.0,0,1,1,2,6,1,0,Email,1,Spain
7329,15689786,Massie,Male,56,Limpopo,Polokwane,Urban,Degree,Employed,siSwati,Nedbank,Cheque,1,850,Excellent,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,3479748.51,3194933.2,266244.43,Cash,8.4,0,1,1,1,6,1,1,WhatsApp,1,Germany
7330,15648876,Sandover,Female,34,Western Cape,Paarl,Urban,Diploma,Employed,siSwati,FNB,Cheque,5,501,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,561310.3,46775.86,Direct Deposit,2.8,0,0,0,0,3,2,0,SMS,0,France
7331,15802106,Craig,Male,34,Gauteng,Centurion,Suburban,Diploma,Employed,Afrikaans,FNB,Savings,8,418,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3197464.54,3161283.68,263440.31,Cash,6.1,0,1,0,0,13,3,0,SMS,0,France
